Meet|Level|Date|Results|Meet Url
In House Qualifier|Local|2019-08-31|5|4268
2019 Matt Davis Memorial|Local|2019-08-31|30|4067
The Village Grand Opener|Local|2019-08-30|6|4246
2019 Cup of Blue Swords|International|2019-08-28|6|4275
Mass Barbell Summer Open|Local|2019-08-24|21|3808
The Summer Showdown|Local|2019-08-24|37|4136
Dog Days Open 2019|Local|2019-08-24|20|4117
2019 AZ Weightlifting Masters State Championships|Local|2019-08-24|37|4181
Muscletown USA Classic|Local|2019-08-24|40|4017
315 Summer Showdown|Local|2019-08-24|12|4164
2019 Youth Pan American Championships|International|2019-08-23|18|4262
Sunday Funday|Local|2019-08-18|16|4256
Brooklyn Barbell Open|Local|2019-08-17|87|4090
95East Summer Classic|Local|2019-08-17|40|4134
Ohio State Championships|Local|2019-08-17|161|4048
2019 Iowa State Weightlifting Championships|Local|2019-08-17|17|4191
Crown Club Meet 1|Local|2019-08-17|6|4239
AZ Youth and State Weightlifting Championships|Local|2019-08-17|24|4176
2019 IWF World Masters|International|2019-08-16|292|3883
In House AO3 Qualifier|Local|2019-08-11|6|4216
Urban Spaceman Weightlifting Meet|Local|2019-08-11|28|4152
Come Lift at Our HoWse|Local|2019-08-10|36|3996
D'Namo Summer Cup 2019|Local|2019-08-10|15|4157
HWC AO3 Qualifier 2019|Local|2019-08-10|9|4002
Allsouth Barbell Invitational and Open|Local|2019-08-10|58|4013
Louisiana State Championship|Local|2019-08-10|26|4158
Summertime in the LBwC 2019|Local|2019-08-10|76|3842
Out of Step Barbell Open 22 - Last Chance Series Qualifier!|Local|2019-08-10|11|4192
6th Annual HIBBC Barbell Rodeo 2019|Local|2019-08-10|25|4150
AO 3 Last Chance Qualifier|Local|2019-08-10|7|4194
August 10th Weightlifting Competition|Local|2019-08-10|8|4140
No Matter What Open|Local|2019-08-10|46|3905
2019 Summer Showdown|Local|2019-08-10|10|4151
Soul AO Last Chance Qualifier|Local|2019-08-10|46|4041
Jet Engine CrossFit Invitational|Local|2019-08-10|24|4141
Donny Shankle Invitational|Local|2019-08-10|10|4185
Tommy Kono Memorial|Local|2019-08-10|90|4112
2019 Arizona Senior Weightlifting State Championships|Local|2019-08-10|38|4011
Commonwealth Series 3|Local|2019-08-10|36|3626
Come Lift at Our HoWse|Local|2019-08-10|36|3996
D'Namo Summer Cup 2019|Local|2019-08-10|15|4157
HWC AO3 Qualifier 2019|Local|2019-08-10|9|4002
Allsouth Barbell Invitational and Open|Local|2019-08-10|58|4013
Louisiana State Championship|Local|2019-08-10|26|4158
VBW AO3 Qualifier|Local|2019-08-09|10|4231
2019 Connecticut Open|Local|2019-08-04|29|3949
Rise Barbell Summer Open|Local|2019-08-03|23|4004
Team Florida NE AO3 Qualifier|Local|2019-08-03|10|4173
Independence Open|Local|2019-08-03|18|4142
2019 CHICAGO OPEN|Local|2019-08-03|55|3982
The Battle for the North|Local|2019-08-03|32|4153
Barbells on the Beach Classic|Local|2019-08-03|15|4144
5 Bar Showdown|Local|2019-08-03|37|3899
Michigan State Meet|Local|2019-08-03|72|3964
HMB In House 2|Local|2019-08-03|5|4190
Test Meet|Local|2019-08-03|13|3540
Midwest Summer Slam|Local|2019-08-02|24|3975
Machine Shed Summer Slam|Local|2019-07-27|10|4128
Dante/Newbie Open|Local|2019-07-27|6|4203
Will Lift For Tacos|Local|2019-07-27|20|4118
3rd Annual Big Blue Summer Slam|Local|2019-07-27|18|4138
2019 Southside Summer Slam.|Local|2019-07-27|6|4119
2019 Big O Barbell Invitational|Local|2019-07-27|10|4063
RWL Annual Summer Open Competition|Local|2019-07-27|35|3463
Tropical Storm Barry|Local|2019-07-27|10|4189
Grayskull In-House Meet|Local|2019-07-27|6|4180
2019 Pan American Games|International|2019-07-27|10|4212
Nike 2019 American Open Series 2|National|2019-07-25|474|3792
MVW Camp Comp|Local|2019-07-21|23|4195
Scorched Iron Classic|Local|2019-07-20|61|3924
bay state games|Local|2019-07-20|66|4108
Big Sky State Games 2019|Local|2019-07-20|14|4085
Summer Slang 2019|Local|2019-07-20|55|4076
San Dimas Developmental Meet|Local|2019-07-20|22|4165
BVWL Developmental Meet|Local|2019-07-20|22|4133
State Championships|Local|2019-07-20|78|4156
Country Strong Summer Classic|Local|2019-07-20|15|4068
2019 Hudson Valley Open|Local|2019-07-20|68|3932
Summer Classic|Local|2019-07-20|128|3944
Florida State Championships|Local|2019-07-19|332|4109
Rocky Mountain State Games|Local|2019-07-19|89|3785
Abby & Eden Farewell Invitational|Local|2019-07-14|9|4146
Iron Beaver Summer Slam|Local|2019-07-13|37|3710
Star Spangled Lift Off|Local|2019-07-13|58|3946
Summer Slam- A Texas State Meet Qualifier|Local|2019-07-13|14|4129
North Idaho Summer Classic|Local|2019-07-13|16|4107
P-Town Throw Down|Local|2019-07-13|48|3933
Handle Barbell|Local|2019-07-13|6|4064
Battle For The Fallen 3|Local|2019-07-13|52|4032
Iron Beaver Summer Slam|Local|2019-07-13|37|3710
Star Spangled Lift Off|Local|2019-07-13|58|3946
RVA Open 2019|Local|2019-07-13|119|4056
2019 Indiana State Meet|Local|2019-07-13|59|4124
California State Games|Local|2019-07-12|95|4014
2019 Weightlifting Wise Championships (TSCQE)|Local|2019-07-06|69|4035
Freedom Meet|Local|2019-07-06|65|3767
Stars, Stripes and White Lights 2.0|Local|2019-07-06|53|3992
Freedom Invitational|Local|2019-07-06|11|4097
Tokyo Test Event|International|2019-07-06|2|4209
Houston Weightlifting Development Meet (Summer 2019)|Local|2019-06-29|21|4125
Black Box Open - Florida States Last Minute Qualifier|Local|2019-06-29|50|4049
Dallas Weightlifting Classic|Local|2019-06-29|21|4060
Last Chance State Qualifier|Local|2019-06-29|4|4147
RYPT Summer Classic|Local|2019-06-29|32|4052
VERO STATE QUALIFIER|Local|2019-06-29|6|4162
The Jacked Classic|Local|2019-06-29|46|3978
Last Chance State Championship Qualifier|Local|2019-06-29|7|4163
2019 USA Weightlifting National Youth Championships|National|2019-06-27|735|3796
2019 Junior Pan American Championships|International|2019-06-23|19|4166
June Weightlifting Competition|Local|2019-06-23|15|4055
PWA Champs|Local|2019-06-22|102|3789
Athletic Lab Summer Classic|Local|2019-06-22|74|3917
AO2 Last Chance Qualifier|Local|2019-06-22|9|4073
Commonwealth Series 2|Local|2019-06-22|28|3625
Lion's Roar Summer Classic|Local|2019-06-22|26|3974
CFM Limitless Summer Classic|Local|2019-06-22|21|4029
518 Summer Showdown|Local|2019-06-22|56|3901
Scottsdale Barbell Summer Showdown|Local|2019-06-22|54|3859
2019 Badger State Games Weightlifting Meet|Local|2019-06-22|44|4088
Fresh Coast Open|Local|2019-06-22|7|4123
Tampa Bay Practice Classic 2|Local|2019-06-22|38|3935
FRCF Summer Weightlifting Meet 2019|Local|2019-06-22|8|3871
5th Annual Athleo Open|Local|2019-06-22|30|3968
Ao 2 series Qualifier|Local|2019-06-21|6|4145
Stonehenge Weightlifting Megalith Open|Local|2019-06-16|18|4070
PathWeigh Performance Summer Classic|Local|2019-06-15|7|4080
Wags & Weightlifting 2019|Local|2019-06-15|40|4023
Star of the North Games|Local|2019-06-15|60|4081
3rd Annual Tommy Kono Open|Local|2019-06-15|38|4094
Alamo Open I (TX STATE QUALIFIER)|Local|2019-06-15|49|3983
Rumble in the Red Rocks|Local|2019-06-15|14|4095
Allegheny Mountain Assoc. LWC Open  Championships|Local|2019-06-15|27|4084
LVB IN HOUSE QUALIFICATION MEET|Local|2019-06-15|5|4120
2019 Brigade Barbell Club Open|Local|2019-06-15|19|4030
Sayre Park 50th Anniversary Classic|Local|2019-06-15|45|4007
Boise Barbell Open|Local|2019-06-15|32|3986
Sayre Park 50th Anniversary Classic|Local|2019-06-15|45|4007
Paws and Platforms|Local|2019-06-15|36|4077
Alamo Open I (TX STATE QUALIFIER)|Local|2019-06-15|49|3983
2019 West Chester Summer Classic|Local|2019-06-14|80|3781
2019 Tri State Open|Local|2019-06-09|64|3745
Donald Duck Birthday Meet|Local|2019-06-09|17|4062
CROW HILL OPEN 2019|Local|2019-06-09|75|3642
Out of Step Barbell Open #21|Local|2019-06-08|19|4069
The Great Pepsi Oregon Outdoor|Local|2019-06-08|39|3840
The Thompson Classic|Local|2019-06-08|15|3713
FRCF Spring Weightlifting Meet 2019|Local|2019-06-08|76|3870
North Dakota Open|Local|2019-06-08|9|3962
2019 Armor Championships|Local|2019-06-08|23|3994
Vaughn Weightlifting Dallas Open|Local|2019-06-08|63|3803
British International Open|International|2019-06-06|7|4139
BASA Big Sunday Open|Local|2019-06-02|50|3645
Robert Murphy & Chris Pennington Memorial Meet at the Sunshine State Games|Local|2019-06-01|103|3985
6th Annual Mississippi State Weightlifting Championships|Local|2019-06-01|28|4038
Standard Strength Presents: Money in the Bank 2|Local|2019-06-01|28|4074
2018 Larry Mintz Memorial|Local|2019-06-01|33|3702
2019 IWF Junior World Championships|International|2019-06-01|20|4114
VICE Weightlifting Summer Showcase|Local|2019-06-01|38|4010
5th Annual Freedom Classic|Local|2019-06-01|22|3931
Pan American Masters Championships|Local|2019-05-30|270|3758
Memorial Day Classic|Local|2019-05-26|30|3953
Last Chance for Youth Nats|Local|2019-05-26|7|4103
Vulkan Weightlifting Spring Open|Local|2019-05-26|34|3748
May 26th Weightlifting Competition|Local|2019-05-26|13|3984
Missouri State & Open Championships|Local|2019-05-25|59|3955
2019 Spring Weightlifting Open and Youth Nat'l Qualifier|Local|2019-05-25|26|4059
2019 East Coast Gold Lift Off|Local|2019-05-25|35|3956
25MAY2019|Local|2019-05-25|9|4096
Vero Beach Classic VI|Local|2019-05-25|87|3832
Lodestone Last Chance Youth Qualifier|Local|2019-05-25|12|4098
Last chance youth meet|Local|2019-05-25|7|4100
RWL Annual Memorial Day Weightlifting Competition|Local|2019-05-25|101|3460
OK Youth Nats/Newcomer Meet Invitational|Local|2019-05-25|8|4089
Summerville Open|Local|2019-05-25|31|4000
Friday Night Lights: Last Chance Youth Qualifier|Local|2019-05-24|9|4058
Friday Night Lights 2019|Local|2019-05-24|13|4079
QEAC Last Chance Qualifier|Local|2019-05-22|6|4113
Youth Qualifier Meet|Local|2019-05-19|11|4071
Moorestown Spring Open|Local|2019-05-19|41|3885
IOWA OPEN|Local|2019-05-18|18|3954
Alamo City Weightlifting Coalition|Local|2019-05-18|5|4037
2019 TCA Summer Lift-Off Weightlifting Meet|Local|2019-05-18|61|3880
NATIONAL YOUTH QUALIFIER|Local|2019-05-18|22|3818
Paramount Spring Open|Local|2019-05-18|24|3904
Summer Slam & Youth National / AO2 Qualifier|Local|2019-05-18|33|3979
Coal Region Classic|Local|2019-05-18|28|3667
Road To Youth National Qualifier & OPEN|Local|2019-05-18|49|3725
Paramount Spring Open|Local|2019-05-18|24|3904
Summer Slam & Youth National / AO2 Qualifier|Local|2019-05-18|33|3979
2019 National Police Week Open|Local|2019-05-18|16|4044
2019 OSS Novice/National Youth Qualifier|Local|2019-05-18|6|4078
High Desert Southwest Open & AO 2 Qualifier|Local|2019-05-18|59|3939
Spring open|Local|2019-05-18|5|4102
Lift For Lions|Local|2019-05-18|18|4046
Canadian Senior Championships|Local|2019-05-18|1|4199
Alamo City Weightlifting Coalition|Local|2019-05-18|5|4037
Commonwealth Youth Championship|Local|2019-05-11|9|3912
2019 Swagler Strength Spring Open|Local|2019-05-11|22|3977
Southside Classic|Local|2019-05-11|13|4018
ATP Weightlifting Open 1|Local|2019-05-11|17|3915
Solcana Beginner Olympic Weightlifting Meet|Local|2019-05-11|37|3969
Testify Barbell MAYhem|Local|2019-05-11|48|3705
Lifting in the Smokies|Local|2019-05-11|14|3971
Loft Spring Fling 2019|Local|2019-05-11|14|3972
Last Chance|Local|2019-05-10|6|4099
2019 USA Weightlifting National Championships|National|2019-05-09|374|3795
SouthAmerican, IberoAmerican and Open Senior Championship|International|2019-05-08|5|4101
Folsom Open|Local|2019-05-05|39|4022
2019 WVWL Spring Commencement Invitational|Local|2019-05-04|11|4025
Middle GA Open  at the Columbus Fitness Festival|Local|2019-05-04|18|3759
Bham Slam 2019|Local|2019-05-04|47|3988
2019 Kauai Weightlifting Open|Local|2019-05-04|12|4042
2019 Lock and Load|Local|2019-05-04|68|3801
Yellow Brick Road|Local|2019-05-04|46|3926
Bar Wars - MAY THE 4th BE WITH YOU|Local|2019-05-04|51|3970
2019 In House Throwdown|Local|2019-05-04|21|3981
Team Spartacus Spring Open 2019|Local|2019-05-04|30|3940
WarGames 2019:  The Battle for PRs|Local|2019-05-04|22|3805
Naptown Capital Cup presented by 1Kilo|Local|2019-05-04|58|3919
2019 CTS Wine Country Classic|Local|2019-05-04|46|3778
Copa Basil  Etapa Paran 2019|Local|2019-05-04|1|4198
PFP Barbell Bar Wars|Local|2019-05-04|29|3930
2019 Wyoming State Championships|Local|2019-05-04|29|3941
Roadrunner Weightlifting Classic (TX STATE QUALIFIER)|Local|2019-05-04|23|3853
Whatever Happens, Happens Invitational|Local|2019-05-03|7|4039
TSAC Spring 2019 Meet|Local|2019-04-28|7|4057
Canadien Masters|Local|2019-04-27|1|4083
Battle Above the Gorge|Local|2019-04-27|17|4016
Occam Back Alley Rumble V|Local|2019-04-27|62|3945
Spring Cleaning 2019|Local|2019-04-27|51|3800
4th Annual JT Kalnay Memorial Olympic Lifting Meet|Local|2019-04-27|34|3925
2019 Iowa Weightlifting Open|Local|2019-04-27|27|4008
The Iron Game Open 2019|Local|2019-04-27|81|3823
Brooklyn Barbell Closed Meet (APRIL-2019)|Local|2019-04-27|17|4009
The Genesis Series 2|Local|2019-04-27|60|3907
2019 Liberty Barbell Classic|Local|2019-04-27|47|3596
The Genesis Series 2|Local|2019-04-27|60|3907
2019 Pan American Championships|International|2019-04-21|20|4072
Calavera Battle Born Classic|Local|2019-04-20|20|4066
The Miller Gym 5th Anniversary Invite|Local|2019-04-20|54|3934
Silicon Valley: SPRING OPEN|Local|2019-04-20|44|3903
2019 Houses' Gym Last Chance Qualifier|Local|2019-04-20|6|4050
Texas Barbell Spring Showdown|Local|2019-04-20|69|3914
2019 Kentucky State Championship (LWC)|Local|2019-04-20|99|3825
Iron Beaver Spring Open|Local|2019-04-20|43|3709
Colorado Youth Weightlifting Championships|Local|2019-04-20|29|3864
CHFP Youth Developmental Meet|Local|2019-04-14|24|3843
CWC In-house Sanctioned Meet|Local|2019-04-14|8|3957
Bluegrass Championship|Local|2019-04-13|36|3609
Team Chikara Developmental Meet #52|Local|2019-04-13|12|4020
Utah Barbell Fitcon Open|Local|2019-04-13|47|3963
Capitol City Open WLC|Local|2019-04-13|43|3714
38th Annual Spartan Open Weightlifting Championships|Local|2019-04-13|68|3693
VA State Championships and ECG Spring Fling|Local|2019-04-13|76|3921
Junior Pan Am Athlete Fundraiser|Local|2019-04-13|16|4036
Battle of Fallujah WLM 2019|Local|2019-04-13|28|3751
Reach Your Peak Weightlifting Meet|Local|2019-04-13|14|3967
British University Championships|Local|2019-04-13|1|4251
Who Let The Dogs Out?|Local|2019-04-13|25|3882
DSP Spring Open: Powered By Fourteen Forty Strength|Local|2019-04-13|35|3906
Tampa Bay Spring Classic 2|Local|2019-04-12|82|3672
Spring Two|Local|2019-04-11|6|4034
Deutsche Einzel - und Mannschafts-Meisterscharften de Masters im Gewichtheben|Local|2019-04-11|1|4061
2019 Capital City Open|Local|2019-04-07|104|3633
Susan Williams Memeorial|Local|2019-04-07|11|3995
USAW Nationals Last Chance Qualifier|Local|2019-04-07|12|4001
April Weightlifting Competition|Local|2019-04-07|15|3821
L.A. Coliseum Wall Meet|Local|2019-04-07|23|3868
April classic|Local|2019-04-07|6|4003
New Haven Open|Local|2019-04-07|87|3744
2019 HWC Spring Open|Local|2019-04-07|23|3851
AIGROUP TESTING - DISREGARD|National|2019-04-07|2|2497
Team Hercules In House|Local|2019-04-07|13|3980
Nats prep and newbie test|Local|2019-04-07|14|4019
Spring Fling and Clean|Local|2019-04-06|18|3908
Daniel Alire Memorial Weightlifting Competition|Local|2019-04-06|43|3865
Barbell MAYnia|Local|2019-04-06|29|3898
2019 Fortius Open|Local|2019-04-06|66|3866
Vehement Barbell Festival|Local|2019-04-06|54|3841
2019 HiFitexpo open|Local|2019-04-06|33|3820
Rubber City Spring Open|Local|2019-04-06|57|3799
Iron Athlete Spring Open|Local|2019-04-06|38|3831
LSUS Youth Qualifier|Local|2019-04-06|11|4012
Out of Step Barbell Open #20|Local|2019-04-06|25|3965
KC Weightliftings Spring Meet|Local|2019-04-06|24|3997
Illinois State Championships|Local|2019-04-06|76|3739
Iron Athlete Spring Open|Local|2019-04-06|38|3831
Funkytown Throwdown|Local|2019-04-06|54|3916
2019 Spring Open|Local|2019-04-06|52|3948
LSUS Youth Qualifier|Local|2019-04-06|11|4012
Full Tilt Spring Classic|Local|2019-04-06|17|3895
Spring Into Competition with PI|Local|2019-04-06|22|3938
Illinois State Championships|Local|2019-04-06|76|3739
Weightlifting Meet|Local|2019-04-06|40|3858
Last Chance QT Sr Nats!|Local|2019-04-06|7|4024
Spring Fling and Clean|Local|2019-04-06|18|3908
East Coast Classic|Local|2019-04-06|119|3599
2019 Big D Developmental Meet|Local|2019-04-06|13|3802
Houston Weightlifting Championships|Local|2019-04-06|100|3845
Super Saturday II|Local|2019-04-06|33|4015
Barbell MAYnia|Local|2019-04-06|29|3898
Team Florida Gainesville Last Chance Qualifier|Local|2019-04-06|8|4005
Barbell Collective Weightlifting Series 1 / Last Day to qualify for Nationals|Local|2019-04-06|34|3766
Freedom Invitational|Local|2019-04-05|8|3990
Freehold Spring Lift Off|Local|2019-03-31|31|3777
Austin Poff Memorial|Local|2019-03-30|9|4006
High Desert Spring Classic|Local|2019-03-30|33|3837
Irontail Classic|Local|2019-03-30|64|3852
Orlando Open|Local|2019-03-30|51|3724
Tx state/national qualifier|Local|2019-03-30|2|3999
Test LWC Event2|Local|2019-03-30|1|4033
Bravura WL Developmental Meet|Local|2019-03-30|23|3936
Barbells and Brews - Blue Moon - 2019|Local|2019-03-30|62|3738
March Madness 'Mash' Up|Local|2019-03-30|7|3991
2019 Masters National Championships|National|2019-03-28|719|3720
2019 Trident Classic|Local|2019-03-24|45|3722
Spring Breaker|Local|2019-03-24|108|3763
Forza Open|Local|2019-03-23|6|3987
3rd Annual Alpha Invite|Local|2019-03-23|40|3854
2019 LBH Classic|Local|2019-03-23|45|3798
Three Kings Spring In House Meet|Local|2019-03-23|23|3834
QUEEN CITY CLASSIC 2019|Local|2019-03-23|84|3674
Minnesota LWC Weightlifting Championships|Local|2019-03-23|42|3872
HBC- Closed- Nanny McCarthy Meet|Local|2019-03-16|11|3966
Rep Max Spring Lift Off|Local|2019-03-16|124|3701
2019 Doc Yogi Memorial|Local|2019-03-16|39|3807
2019 Iron Born Open|Local|2019-03-16|55|3691
Inland Empire Classic|Local|2019-03-16|57|3810
St. Paddy's Open|Local|2019-03-16|11|3835
Industrial Strength Classic|Local|2019-03-16|9|3848
The 2019 Lehigh Valley Open|Local|2019-03-16|81|3616
2019 March Madness|Local|2019-03-16|10|3888
Missouri Valley & Open Championships|Local|2019-03-16|98|3910
ECG Super Squad Invitational|Local|2019-03-15|20|3989
ECG In-House Nationals Qualifier|Local|2019-03-10|5|3922
March Weightlifting Competition|Local|2019-03-10|11|3768
4th Annual Illumine Winter Open|Local|2019-03-09|79|3787
Big Blue In-House Meet|Local|2019-03-09|8|3958
2019 Minnesota High School State Championships|Local|2019-03-09|115|3937
March Mashup|Local|2019-03-09|14|3960
Spring Invitational|Local|2019-03-09|6|3973
B-N Barbell Open|Local|2019-03-09|6|3942
2019 IWF Youth World Championships|International|2019-03-08|20|3849
2019 Las Vegas International Open|International|2019-03-07|40|3850
Nike 2019 National University Championships|National|2019-03-07|270|3659
Nike 2019 National Under 25 Championships|National|2019-03-07|222|3660
Shamrocks and Snatches Open|Local|2019-03-02|49|3571
BlackBox Championships|Local|2019-03-02|36|3770
Spring Break PR's|Local|2019-03-02|7|3875
Testify Leprechaun Lift-off|Local|2019-03-02|48|3706
2019 Nike American Open Series 1|National|2019-02-28|741|3654
Spring One|Local|2019-02-27|7|3943
Vulkan Weightlifting Winter Open|Local|2019-02-24|38|3747
St. Valentine's Day Snatchacre|Local|2019-02-23|22|3707
